Glass Name,Poisson's Ratio,Thermal Expansion Coefficient,Density (kg/m³),Thermal Conductivity,Other Properties
OHARA S-LAH88,0.242,0.000005700000000,4740,0.894,Elastic Modulus: 1.135E+011; Shear Modulus: 4.57E+010
OHARA S-LAH89,0.303,6.8e-006,4700,0.861,Elastic Modulus: 1.208E+011; Shear Modulus: 4.63E+010
OHARA S-LAH92,0.306,0.000007500000000,4870,0.873,Elastic Modulus: 1.23E+011; Shear Modulus: 4.71E+010
OHARA S-LAL7,0.271,0.000006700000000,3730,0.825,Elastic Modulus: 9.58E+010; Shear Modulus: 3.77E+010
OHARA S-LAL8,0.289,0.000006100000000,3790,0.894,Elastic Modulus: 1.14E+011; Shear Modulus: 4.42E+010
OHARA S-LAL9,0.287,0.000006100000000,3630,0.895,Elastic Modulus: 1.075E+011; Shear Modulus: 4.18E+010
OHARA S-LAL10,0.294,0.000006100000000,3860,0.85,Elastic Modulus: 1.061E+011; Shear Modulus: 4.1E+010
OHARA S-LAL12,0.284,0.000007200000000,4010,0.717,Elastic Modulus: 9.1E+010; Shear Modulus: 3.54E+010
OHARA S-LAL13,0.29,0.000005700000000,3600,0.893,Elastic Modulus: 1.073E+011; Shear Modulus: 4.16E+010
OHARA S-LAL14,0.284,0.000005700000000,3700,0.908,Elastic Modulus: 1.118E+011; Shear Modulus: 4.35E+010
OHARA S-LAL18,0.289,0.000005900000000,4180,0.871,Elastic Modulus: 1.204E+011; Shear Modulus: 4.67E+010
OHARA S-LAL54,0.277,0.000007100000000,3820,0.761,Elastic Modulus: 8.77E+010; Shear Modulus: 3.43E+010
OHARA S-LAL56,0.28,0.000006600000000,3850,0.778,Elastic Modulus: 9.11E+010; Shear Modulus: 3.56E+010
OHARA S-LAL58,0.285,0.000007500000000,4030,0.728,Elastic Modulus: 9.28E+010; Shear Modulus: 3.61E+010
OHARA S-LAL59,0.293,0.000005500000000,4040,0.863,Elastic Modulus: 1.137E+011; Shear Modulus: 4.4E+010
OHARA S-LAL61,0.291,0.000005700000000,4040,0.861,Elastic Modulus: 1.19E+011; Shear Modulus: 4.61E+010
OHARA S-LAM2,0.295,0.000007400000000,4320,0.698,Elastic Modulus: 9.35E+010; Shear Modulus: 3.61E+010
OHARA S-LAM3,0.294,0.000008000000000,4250,0.655,Elastic Modulus: 8.68E+010; Shear Modulus: 3.35E+010
OHARA S-LAM7,0.273,0.000006700000000,3810,0.871,Elastic Modulus: 9.7E+010; Shear Modulus: 3.81E+010
OHARA S-LAM51,0.278,0.000007100000000,3790,0.867,Elastic Modulus: 1.007E+011; Shear Modulus: 3.94E+010
OHARA S-LAM52,0.278,0.000007700000000,3950,0.801,Elastic Modulus: 9.57E+010; Shear Modulus: 3.74E+010
OHARA S-LAM54,0.292,0.000005700000000,4080,0.891,Elastic Modulus: 1.172E+011; Shear Modulus: 4.54E+010
OHARA S-LAM55,0.292,0.000007100000000,4220,0.741,Elastic Modulus: 9.67E+010; Shear Modulus: 3.74E+010
OHARA S-LAM58,0.279,0.000006600000000,4000,0.771,Elastic Modulus: 9.19E+010; Shear Modulus: 3.59E+010
OHARA S-LAM59,0.277,0.000007100000000,3770,0.847,Elastic Modulus: 1.006E+011; Shear Modulus: 3.94E+010
OHARA S-LAM60,0.294,0.000005400000000,4060,0.845,Elastic Modulus: 1.132E+011; Shear Modulus: 4.38E+010
OHARA S-LAM61,0.29,0.000006600000000,4100,0.732,Elastic Modulus: 9.37E+010; Shear Modulus: 3.63E+010
OHARA S-LAM66,0.28,0.000007900000000,3550,1.062,Elastic Modulus: 1.21E+011; Shear Modulus: 4.73E+010
OHARA S-NBH5,0.248,0.000006600000000,3020,0.965,Elastic Modulus: 9.02E+010; Shear Modulus: 3.61E+010
OHARA S-NBH8,0.25,0.000008100000000,3190,1.052,Elastic Modulus: 1.017E+011; Shear Modulus: 4.07E+010
OHARA S-NBH51,0.253,0.000007300000000,3290,1.124,Elastic Modulus: 1.097E+011; Shear Modulus: 4.38E+010
OHARA S-NBH52,0.236,0.000008600000000,3090,1.115,Elastic Modulus: 9.79E+010; Shear Modulus: 3.96E+010
OHARA S-NBH53,0.236,0.000006900000000,3280,1.117,Elastic Modulus: 1.031E+011; Shear Modulus: 4.17E+010
OHARA S-NBH55,0.269,0.000008200000000,3680,0.994,Elastic Modulus: 1.053E+011; Shear Modulus: 4.15E+010
OHARA S-NBH56,0.249,0.000007700000000,3490,1.12,Elastic Modulus: 1.067E+011; Shear Modulus: 4.27E+010
OHARA S-NBH57,0.275,0.000007700000000,4000,0.988,Elastic Modulus: 1.117E+011; Shear Modulus: 4.38E+010
OHARA S-NBM51,0.243,0.000006500000000,2930,0.904,Elastic Modulus: 8.17E+010; Shear Modulus: 3.29E+010
OHARA S-NPH1,0.25,0.000008300000000,3290,0.882,Elastic Modulus: 8.93E+010; Shear Modulus: 3.57E+010
OHARA S-NPH2,0.249,0.000006700000000,3580,0.969,Elastic Modulus: 9.91E+010; Shear Modulus: 3.97E+010
OHARA S-NPH3,0.243,0.000005900000000,3590,1.007,Elastic Modulus: 1.022E+011; Shear Modulus: 4.11E+010
OHARA S-NPH4,0.254,0.000007300000000,3610,0.925,Elastic Modulus: 9.45E+010; Shear Modulus: 3.77E+010
OHARA S-NPH5,0.256,0.000007600000000,3710,0.877,Elastic Modulus: 9.29E+010; Shear Modulus: 3.7E+010
OHARA S-NPH53,0.258,0.000007400000000,3780,0.83,Elastic Modulus: 8.86E+010; Shear Modulus: 3.52E+010
OHARA S-NSL3,0.217,0.000009000000000,2480,1.026,Elastic Modulus: 7E+010; Shear Modulus: 2.88E+010
OHARA S-NSL5,0.14,0.000008200000000,2490,1.058,Elastic Modulus: 6.91E+010; Shear Modulus: 3.03E+010
OHARA S-NSL36,0.139,0.000008000000000,2460,1.089,Elastic Modulus: 6.4E+010; Shear Modulus: 2.81E+010
OHARA S-PHM52,0.292,0.000010100000000,3670,0.599,Elastic Modulus: 7.15E+010; Shear Modulus: 2.77E+010
OHARA S-PHM53,0.285,0.000009300000000,3510,0.615,Elastic Modulus: 7.08E+010; Shear Modulus: 2.75E+010
OHARA S-TIH1,0.247,0.000008200000000,3060,1.018,Elastic Modulus: 8.84E+010; Shear Modulus: 3.55E+010
OHARA S-TIH3,0.254,0.000008500000000,3110,1.027,Elastic Modulus: 9.08E+010; Shear Modulus: 3.62E+010
OHARA S-TIH4,0.254,0.000008500000000,3150,1.01,Elastic Modulus: 9.19E+010; Shear Modulus: 3.67E+010
OHARA S-TIH6,0.261,0.000008900000000,3370,1.011,Elastic Modulus: 9.31E+010; Shear Modulus: 3.69E+010
OHARA S-TIH10,0.243,0.000008000000000,3060,1.043,Elastic Modulus: 1.024E+011; Shear Modulus: 4.12E+010
OHARA S-TIH11,0.255,0.000008900000000,3240,1.017,Elastic Modulus: 9.12E+010; Shear Modulus: 3.63E+010
OHARA S-TIH13,0.249,0.000008300000000,3100,1.034,Elastic Modulus: 8.99E+010; Shear Modulus: 3.6E+010
OHARA S-TIH14,0.254,0.000008700000000,3170,1.027,Elastic Modulus: 8.88E+010; Shear Modulus: 3.54E+010
OHARA S-TIH18,0.248,0.000008300000000,3070,1.029,Elastic Modulus: 8.91E+010; Shear Modulus: 3.57E+010
OHARA S-TIH23,0.26,0.000008800000000,3300,0.992,Elastic Modulus: 9.22E+010; Shear Modulus: 3.66E+010
OHARA S-TIH53,0.266,0.000008800000000,3540,1,Elastic Modulus: 9.6E+010; Shear Modulus: 3.79E+010
OHARA S-TIH53W,0.266,0.000008800000000,3540,1,Elastic Modulus: 9.6E+010; Shear Modulus: 3.79E+010
OHARA S-TIL1,0.222,0.000008600000000,2540,1.039,Elastic Modulus: 7.05E+010; Shear Modulus: 2.88E+010
OHARA S-TIL2,0.22,0.000008200000000,2520,1.051,Elastic Modulus: 6.99E+010; Shear Modulus: 2.86E+010
OHARA S-TIL6,0.146,0.000008200000000,2500,1.059,Elastic Modulus: 6.48E+010; Shear Modulus: 2.83E+010
OHARA S-TIL25,0.22,0.000007400000000,2590,1.054,Elastic Modulus: 7.53E+010; Shear Modulus: 3.09E+010
OHARA S-TIL26,0.222,0.000007900000000,2570,1.054,Elastic Modulus: 7.39E+010; Shear Modulus: 3.02E+010
OHARA S-TIL27,0.217,0.000007400000000,2580,1.07,Elastic Modulus: 7.49E+010; Shear Modulus: 3.08E+010
OHARA S-TIM1,0.234,8.1,2710,1.043,Elastic Modulus: 7.86E+010; Shear Modulus: 3.19E+010
OHARA S-TIM2,0.23,0.000008100000000,2690,1.394,Elastic Modulus: 7.76E+010; Shear Modulus: 3.15E+010
OHARA S-TIM3,0.229,0.000007700000000,2670,1.044,Elastic Modulus: 7.79E+010; Shear Modulus: 3.17E+010
OHARA S-TIM5,0.233,0.000008300000000,2630,1.04,Elastic Modulus: 7.63E+010; Shear Modulus: 3.09E+010
OHARA S-TIM8,0.231,0.000008400000000,2630,1.034,Elastic Modulus: 7.5E+010; Shear Modulus: 3.05E+010
OHARA S-TIM22,0.238,0.000008300000000,2790,1.024,Elastic Modulus: 7.98E+010; Shear Modulus: 3.22E+010
OHARA S-TIM25,0.236,0.000007900000000,2910,1.046,Elastic Modulus: 8.41E+010; Shear Modulus: 3.4E+010
OHARA S-TIM27,0.236,0.000008000000000,2760,1.035,Elastic Modulus: 7.93E+010; Shear Modulus: 3.21E+010
OHARA S-TIM28,0.242,0.000008200000000,2980,1.006,Elastic Modulus: 8.55E+010; Shear Modulus: 3.44E+010
OHARA S-TIM35,0.238,0.000007500000000,2960,1.049,Elastic Modulus: 8.75E+010; Shear Modulus: 3.53E+010
OHARA S-TIM39,0.246,0.000008700000000,2920,0.988,Elastic Modulus: 8.17E+010; Shear Modulus: 3.28E+010
OHARA S-YGH51,0.291,0.000005800000000,4400,0.842,Elastic Modulus: 1.222E+011; Shear Modulus: 4.73E+010
SCHOTT BAFN6,0.234,7.8e-006,3170,,Elastic Modulus: 7.7E+010; Shear Modulus: 3.1199E+010
SCHOTT BK7G18,0.205,7e-006,2520,1.19,Elastic Modulus: 8.2E+010; Shear Modulus: 3.4025E+010; Specific Heat: 820
SCHOTT F2,0.22,0.000008200000000,3599,0.78,Elastic Modulus: 5.7E+010; Shear Modulus: 2.3361E+010; Specific Heat: 557
SCHOTT F2G12,0.222,0.000008080000000,3601,0.82,Elastic Modulus: 5.756E+010; Shear Modulus: 2.3552E+010; Specific Heat: 530
SCHOTT F2HT,0.22,0.000008200000000,3599,0.78,Elastic Modulus: 5.7E+010; Shear Modulus: 2.3361E+010; Specific Heat: 557
SCHOTT F5,0.22,0.000008000000000,3470,0.88,Elastic Modulus: 5.8E+010; Shear Modulus: 2.377E+010; Specific Heat: 560
SCHOTT FK3,0.243,0.000008200000000,2270,0.9,Elastic Modulus: 4.6E+010; Shear Modulus: 1.8504E+010; Specific Heat: 840
SCHOTT FK5HTi,0.232,0.000009200000000,2450,0.925,Elastic Modulus: 6.2E+010; Shear Modulus: 2.5162E+010; Specific Heat: 808
SCHOTT K5G20,0.222,0.000008990000000,2593,1,Elastic Modulus: 6.8E+010; Shear Modulus: 2.7823E+010; Specific Heat: 790
SCHOTT K10,0.19,0.000006500000000,2520,1.12,Elastic Modulus: 6.5E+010; Shear Modulus: 2.7311E+010; Specific Heat: 770
SCHOTT K7,0.214,0.000008400000000,2530,,Elastic Modulus: 6.9E+010; Shear Modulus: 2.8418E+010
SCHOTT KZFS12,0.279,0.000005180000000,3836,0.71,Elastic Modulus: 6.6E+010; Shear Modulus: 2.5801E+010; Specific Heat: 540
SCHOTT KZFSN5,0.275,0.000004500000000,3460,,Elastic Modulus: 6.5E+010; Shear Modulus: 2.549E+010
SCHOTT LAFN7,0.28,0.000005300000000,4380,0.77,Elastic Modulus: 8E+010; Shear Modulus: 3.125E+010
SCHOTT LAK9G15,0.288,0.000006340000000,3525,0.88,Elastic Modulus: 1.0783E+011; Shear Modulus: 4.1859E+010; Specific Heat: 660
SCHOTT LASF35,0.303,0.000007400000000,5410,0.92,Elastic Modulus: 1.32E+011; Shear Modulus: 5.0652E+010; Specific Heat: 445
SCHOTT LF5,0.223,0.000009100000000,3220,0.866,Elastic Modulus: 5.9E+010; Shear Modulus: 2.4121E+010; Specific Heat: 657
SCHOTT LF5G15,0.228,0.000009300000000,3221,0.86,Elastic Modulus: 5.957E+010; Shear Modulus: 2.4255E+010; Specific Heat: 600
SCHOTT LF5G19,0.242,0.000010700000000,3300,0.75,Elastic Modulus: 5.6E+010; Shear Modulus: 2.2544E+010; Specific Heat: 580
SCHOTT LF5HTi,0.223,0.000009100000000,3220,0.866,Elastic Modulus: 5.9E+010; Shear Modulus: 2.4121E+010; Specific Heat: 657
SCHOTT LLF1,0.208,0.000008100000000,2940,0.99,Elastic Modulus: 6E+010; Shear Modulus: 2.4834E+010; Specific Heat: 650
SCHOTT LLF1HTi,0.208,0.000008100000000,2940,0.99,Elastic Modulus: 6E+010; Shear Modulus: 2.4834E+010; Specific Heat: 650
SCHOTT N-BAF3,0.226,0.000007170000000,2792,1.04,Elastic Modulus: 8.2E+010; Shear Modulus: 3.3442E+010; Specific Heat: 760
SCHOTT N-BAF4,0.231,0.000007240000000,2889,1.02,Elastic Modulus: 8.5E+010; Shear Modulus: 3.4525E+010; Specific Heat: 740
SCHOTT N-BAF10,0.271,0.000006180000000,3745,0.78,Elastic Modulus: 8.9E+010; Shear Modulus: 3.5012E+010; Specific Heat: 560
SCHOTT N-BAF51,0.262,0.000008370000000,3333,0.67,Elastic Modulus: 9.1E+010; Shear Modulus: 3.6054E+010; Specific Heat: 840
SCHOTT N-BAF52,0.237,0.000006860000000,3045,0.96,Elastic Modulus: 8.6E+010; Shear Modulus: 3.4762E+010; Specific Heat: 680
SCHOTT N-BAK1,0.252,0.000007600000000,3190,0.795,Elastic Modulus: 7.3E+010; Shear Modulus: 2.9153E+010; Specific Heat: 687
SCHOTT N-BAK2,0.233,0.000008000000000,2860,0.92,Elastic Modulus: 7.1E+010; Shear Modulus: 2.8792E+010; Specific Heat: 690
SCHOTT N-BAK4,0.24,0.000006990000000,3046,0.88,Elastic Modulus: 7.7E+010; Shear Modulus: 3.1048E+010; Specific Heat: 680
SCHOTT N-BAK4HT,0.24,0.000006990000000,3046,0.88,Elastic Modulus: 7.7E+010; Shear Modulus: 3.1048E+010; Specific Heat: 680
SCHOTT N-BALF4,0.245,0.000006520000000,3111,0.85,Elastic Modulus: 7.7E+010; Shear Modulus: 3.0924E+010; Specific Heat: 690
SCHOTT N-BALF5,0.214,0.000007340000000,2614,1.05,Elastic Modulus: 8.1E+010; Shear Modulus: 3.3361E+010; Specific Heat: 810
SCHOTT N-BASF2,0.247,0.000007120000000,3151,0.94,Elastic Modulus: 8.4E+010; Shear Modulus: 3.3681E+010; Specific Heat: 660
SCHOTT N-BASF64,0.264,0.000007300000000,3200,,Elastic Modulus: 1.05E+011; Shear Modulus: 4.1535E+010
SCHOTT N-BK7,0.206,0.000007100000000,2510,1.114,Elastic Modulus: 8.2E+010; Shear Modulus: 3.3997E+010; Specific Heat: 858
SCHOTT N-BK7HT,0.206,0.000007100000000,2510,1.114,Elastic Modulus: 8.2E+010; Shear Modulus: 3.3997E+010; Specific Heat: 858
SCHOTT N-BK7HTi,0.206,0.000007100000000,2510,1.114,Elastic Modulus: 8.2E+010; Shear Modulus: 3.3997E+010; Specific Heat: 858
SCHOTT N-BK10,0.203,0.000005800000000,2390,1.32,Elastic Modulus: 7.1E+010; Shear Modulus: 2.951E+010; Specific Heat: 810
SCHOTT N-F2,0.228,0.000007840000000,2651,1.05,Elastic Modulus: 8.2E+010; Shear Modulus: 3.3388E+010; Specific Heat: 810
SCHOTT N-FK5,0.232,0.000009200000000,2450,0.925,Elastic Modulus: 6.2E+010; Shear Modulus: 2.5162E+010; Specific Heat: 808
SCHOTT N-FK51A,0.302,0.000012700000000,3675,0.76,Elastic Modulus: 7.302E+010; Shear Modulus: 2.8041E+010; Specific Heat: 690
SCHOTT N-FK58,0.3,0.000013700000000,3646,0.76,Elastic Modulus: 7E+010; Shear Modulus: 2.6923E+010; Specific Heat: 710
SCHOTT N-K5,0.224,0.000008200000000,2590,0.95,Elastic Modulus: 7.1E+010; Shear Modulus: 2.9003E+010; Specific Heat: 783
SCHOTT N-KF9,0.225,0.000009610000000,2499,1.04,Elastic Modulus: 6.6E+010; Shear Modulus: 2.6939E+010; Specific Heat: 860
SCHOTT N-KZFS2,0.266,0.000004440000000,2540,0.81,Elastic Modulus: 6.6E+010; Shear Modulus: 2.6066E+010; Specific Heat: 830
SCHOTT N-KZFS4,0.241,0.000007300000000,3002,0.84,Elastic Modulus: 7.8E+010; Shear Modulus: 3.1426E+010; Specific Heat: 760
SCHOTT N-KZFS4HT,0.241,0.000007300000000,3002,0.84,Elastic Modulus: 7.8E+010; Shear Modulus: 3.1426E+010; Specific Heat: 760
SCHOTT N-KZFS5,0.243,0.000006380000000,3041,0.95,Elastic Modulus: 8.923E+010; Shear Modulus: 3.5893E+010; Specific Heat: 730
SCHOTT N-KZFS8,0.248,0.000007770000000,3204,1.05,Elastic Modulus: 1.0272E+011; Shear Modulus: 4.1154E+010; Specific Heat: 760
SCHOTT N-KZFS11,0.251,0.000006560000000,3196,0.81,Elastic Modulus: 7.9E+010; Shear Modulus: 3.1575E+010; Specific Heat: 690
SCHOTT N-LAF2,0.288,0.000008060000000,4295,0.67,Elastic Modulus: 9.4E+010; Shear Modulus: 3.6491E+010; Specific Heat: 510
SCHOTT N-LAF3,0.286,0.000007600000000,4140,,Elastic Modulus: 9.5E+010; Shear Modulus: 3.6936E+010
SCHOTT N-LAF7,0.271,0.000007300000000,3730,0.83,Elastic Modulus: 9.6E+010; Shear Modulus: 3.7766E+010; Specific Heat: 620
SCHOTT N-LAF21,0.295,0.000005990000000,4281,0.83,Elastic Modulus: 1.24E+011; Shear Modulus: 4.7876E+010; Specific Heat: 550
SCHOTT N-LAF33,0.234,7.8e-006,3170,,Elastic Modulus: 1.11E+011; Shear Modulus: 3.1199E+010
SCHOTT N-LAF34,0.234,7.8e-006,3170,,Elastic Modulus: 1.23E+011; Shear Modulus: 3.1199E+010
SCHOTT N-LAF35,0.234,7.8e-006,3170,,Elastic Modulus: 1.09E+011; Shear Modulus: 3.1199E+010
SCHOTT N-LAF36,0.234,7.8e-006,3170,,Elastic Modulus: 1.1E+011; Shear Modulus: 3.1199E+010
SCHOTT N-LAK7,0.234,7.8e-006,3170,,Elastic Modulus: 9E+010; Shear Modulus: 3.1199E+010
SCHOTT N-LAK8,0.234,7.8e-006,3170,,Elastic Modulus: 1.15E+011; Shear Modulus: 3.1199E+010
SCHOTT N-LAK9,0.234,7.8e-006,3170,,Elastic Modulus: 1.1E+011; Shear Modulus: 3.1199E+010
SCHOTT N-LAK10,0.234,7.8e-006,3170,,Elastic Modulus: 1.16E+011; Shear Modulus: 3.1199E+010
SCHOTT N-LAK12,0.234,7.8e-006,3170,,Elastic Modulus: 8.7E+010; Shear Modulus: 3.1199E+010
SCHOTT N-LAK14,0.234,7.8e-006,3170,,Elastic Modulus: 1.11E+011; Shear Modulus: 3.1199E+010
SCHOTT N-LAK21,0.234,7.8e-006,3170,,Elastic Modulus: 9.1E+010; Shear Modulus: 3.1199E+010
SCHOTT N-LAK22,0.234,7.8e-006,3170,,Elastic Modulus: 9E+010; Shear Modulus: 3.1199E+010
SCHOTT N-LAK33A,0.292,0.000005800000000,4216,0.81,Elastic Modulus: 1.21E+011; Shear Modulus: 4.6827E+010; Specific Heat: 550
SCHOTT N-LAK33B,0.295,0.000005830000000,4221,0.89,Elastic Modulus: 1.218E+011; Shear Modulus: 4.7027E+010; Specific Heat: 560
SCHOTT N-LAK34,0.29,0.000005810000000,4020,0.82,Elastic Modulus: 1.17E+011; Shear Modulus: 4.5349E+010; Specific Heat: 520
SCHOTT N-LASF9,0.288,0.000007370000000,4410,0.79,Elastic Modulus: 1.0859E+011; Shear Modulus: 4.2155E+010; Specific Heat: 530
SCHOTT N-LASF9HT,0.288,0.000007370000000,4410,0.79,Elastic Modulus: 1.0859E+011; Shear Modulus: 4.2155E+010; Specific Heat: 530
SCHOTT N-LASF31A,0.301,0.000006740000000,5510,0.79,Elastic Modulus: 1.2551E+011; Shear Modulus: 4.8236E+010; Specific Heat: 440
SCHOTT N-LASF40,0.304,0.000005840000000,4430,0.81,Elastic Modulus: 1.11E+011; Shear Modulus: 4.2561E+010; Specific Heat: 550
SCHOTT N-LASF41,0.294,6.19e-006,4845,0.79,Elastic Modulus: 1.24E+011; Shear Modulus: 4.7913E+010; Specific Heat: 490
SCHOTT N-LASF43,0.29,0.000005490000000,4260,0.81,Elastic Modulus: 1.14E+011; Shear Modulus: 4.4186E+010; Specific Heat: 550
SCHOTT N-LASF44,0.293,0.000006210000000,4440,0.82,Elastic Modulus: 1.24E+011; Shear Modulus: 4.7951E+010; Specific Heat: 530
SCHOTT N-LASF45,0.281,0.000007360000000,3626,1.02,Elastic Modulus: 1.16E+011; Shear Modulus: 4.5277E+010; Specific Heat: 660
SCHOTT N-LASF45HT,0.281,0.000007360000000,3626,1.02,Elastic Modulus: 1.16E+011; Shear Modulus: 4.5277E+010; Specific Heat: 660
SCHOTT N-LASF46A,0.298,0.000006000000000,4449,0.91,Elastic Modulus: 1.2437E+011; Shear Modulus: 4.7908E+010; Specific Heat: 540
SCHOTT N-LASF46B,0.303,0.000005970000000,4510,0.88,Elastic Modulus: 1.2131E+011; Shear Modulus: 4.655E+010; Specific Heat: 550
SCHOTT N-PK51,0.295,0.000012400000000,3855,0.65,Elastic Modulus: 7.4E+010; Shear Modulus: 2.8571E+010; Specific Heat: 620
SCHOTT N-PK52A,0.298,0.000013000000000,3700,0.73,Elastic Modulus: 7.1E+010; Shear Modulus: 2.735E+010; Specific Heat: 670
SCHOTT N-PSK3,0.226,0.000006200000000,2910,0.99,Elastic Modulus: 8.4E+010; Shear Modulus: 3.4258E+010; Specific Heat: 682
SCHOTT N-PSK53,0.288,0.000009400000000,3600,,Elastic Modulus: 7.8E+010; Shear Modulus: 3.028E+010
SCHOTT N-PSK53A,0.288,0.000009560000000,3568,0.64,Elastic Modulus: 7.613E+010; Shear Modulus: 2.9554E+010; Specific Heat: 590
SCHOTT N-SF1,0.25,0.000009130000000,3025,1,Elastic Modulus: 9E+010; Shear Modulus: 3.6E+010; Specific Heat: 750
SCHOTT N-SF2,0.231,0.000006680000000,2718,1.14,Elastic Modulus: 8.6E+010; Shear Modulus: 3.4931E+010; Specific Heat: 790
SCHOTT N-SF4,0.256,0.000009450000000,3145,0.95,Elastic Modulus: 9E+010; Shear Modulus: 3.5828E+010; Specific Heat: 760
SCHOTT N-SF5,0.237,0.000007940000000,2858,1,Elastic Modulus: 8.7E+010; Shear Modulus: 3.5166E+010; Specific Heat: 770
SCHOTT N-SF6,0.262,0.000009030000000,3369,0.96,Elastic Modulus: 9.3E+010; Shear Modulus: 3.6846E+010; Specific Heat: 690
SCHOTT N-SF6HT,0.262,0.000009030000000,3369,0.96,Elastic Modulus: 9.3E+010; Shear Modulus: 3.6846E+010; Specific Heat: 690
SCHOTT N-SF6HTultra,0.262,0.000009030000000,3369,0.96,Elastic Modulus: 9.3E+010; Shear Modulus: 3.6846E+010; Specific Heat: 690
SCHOTT N-SF8,0.245,0.000008560000000,2904,1.03,Elastic Modulus: 8.8E+010; Shear Modulus: 3.5341E+010; Specific Heat: 770
SCHOTT N-SF10,0.252,0.000009400000000,3050,0.96,Elastic Modulus: 8.7E+010; Shear Modulus: 3.4744E+010; Specific Heat: 740
SCHOTT N-SF11,0.257,0.000008520000000,3224,0.95,Elastic Modulus: 9.2E+010; Shear Modulus: 3.6595E+010; Specific Heat: 710
SCHOTT N-SF14,0.259,0.000009410000000,3118,1,Elastic Modulus: 8.83E+010; Shear Modulus: 3.5068E+010; Specific Heat: 750
SCHOTT N-SF15,0.243,0.000008040000000,2921,1.04,Elastic Modulus: 9E+010; Shear Modulus: 3.6203E+010; Specific Heat: 760
SCHOTT N-SF19,0.231,0.000007200000000,2900,1.02,Elastic Modulus: 8.8E+010; Shear Modulus: 3.5743E+010; Specific Heat: 750
SCHOTT N-SF56,0.255,0.000008700000000,3280,0.94,Elastic Modulus: 9.1E+010; Shear Modulus: 3.6255E+010; Specific Heat: 700
SCHOTT N-SF57,0.26,0.000008460000000,3533,0.99,Elastic Modulus: 9.6E+010; Shear Modulus: 3.8095E+010; Specific Heat: 660
SCHOTT N-SF57HT,0.26,0.000008460000000,3533,0.99,Elastic Modulus: 9.6E+010; Shear Modulus: 3.8095E+010; Specific Heat: 660
SCHOTT N-SF57HTultra,0.26,0.000008460000000,3533,0.99,Elastic Modulus: 9.6E+010; Shear Modulus: 3.8095E+010; Specific Heat: 660
SCHOTT N-SF64,0.245,0.000008480000000,2989,0.98,Elastic Modulus: 8.8E+010; Shear Modulus: 3.5341E+010; Specific Heat: 750
SCHOTT N-SF66,0.259,0.000005900000000,3996,0.8,Elastic Modulus: 9.49E+010; Shear Modulus: 3.7689E+010; Specific Heat: 540
SCHOTT N-SK2,0.263,0.000006000000000,3550,0.776,Elastic Modulus: 7.8E+010; Shear Modulus: 3.0879E+010; Specific Heat: 595
SCHOTT N-SK2HT,0.263,0.000006000000000,3550,0.776,Elastic Modulus: 7.8E+010; Shear Modulus: 3.0879E+010; Specific Heat: 595
SCHOTT N-SK4,0.261,0.000006460000000,3535,0.83,Elastic Modulus: 8.4E+010; Shear Modulus: 3.3307E+010; Specific Heat: 570
SCHOTT N-SK5,0.256,0.000005500000000,3300,0.99,Elastic Modulus: 8.4E+010; Shear Modulus: 3.3439E+010; Specific Heat: 560
SCHOTT N-SK10,0.266,0.000006830000000,3639,0.77,Elastic Modulus: 8.1E+010; Shear Modulus: 3.1991E+010; Specific Heat: 540
SCHOTT N-SK11,0.239,0.000006500000000,3080,,Elastic Modulus: 7.9E+010; Shear Modulus: 3.1881E+010
SCHOTT N-SK14,0.261,0.000006000000000,3440,0.851,Elastic Modulus: 8.6E+010; Shear Modulus: 3.41E+010; Specific Heat: 636
SCHOTT N-SK15,0.265,0.000006700000000,3620,0.77,Elastic Modulus: 8.4E+010; Shear Modulus: 3.3202E+010; Specific Heat: 570
SCHOTT N-SK16,0.264,0.000006300000000,3580,0.818,Elastic Modulus: 8.9E+010; Shear Modulus: 3.5206E+010; Specific Heat: 578
SCHOTT N-SSK2,0.261,0.000005810000000,3525,0.81,Elastic Modulus: 8.2E+010; Shear Modulus: 3.2514E+010; Specific Heat: 580
SCHOTT N-SSK5,0.278,0.000006800000000,3710,,Elastic Modulus: 8.8E+010; Shear Modulus: 3.4429E+010; Specific Heat: 574
SCHOTT N-SSK8,0.251,0.000007210000000,3268,0.84,Elastic Modulus: 8.4E+010; Shear Modulus: 3.3573E+010; Specific Heat: 640
SCHOTT N-ZK7,0.214,0.000004500000000,2490,1.042,Elastic Modulus: 7E+010; Shear Modulus: 2.883E+010; Specific Heat: 770
SCHOTT P-BK7,0.202,0.000005990000000,2433,1.13,Elastic Modulus: 8.478E+010; Shear Modulus: 3.5266E+010; Specific Heat: 870
SCHOTT P-LAF37,0.296,0.000006260000000,3987,0.9,Elastic Modulus: 1.1528E+011; Shear Modulus: 4.4475E+010; Specific Heat: 640
SCHOTT P-LAK35,0.289,0.000008130000000,3848,0.72,Elastic Modulus: 1.01E+011; Shear Modulus: 3.9178E+010; Specific Heat: 630
SCHOTT P-LASF47,0.298,0.000006040000000,4538,0.85,Elastic Modulus: 1.1956E+011; Shear Modulus: 4.6055E+010; Specific Heat: 550
SCHOTT P-LASF50,0.298,0.000005900000000,4541,0.95,Elastic Modulus: 1.1922E+011; Shear Modulus: 4.5924E+010; Specific Heat: 560
